event_id,timestamp,event_type,user_id,details,session_id
evt_20260113201047737871,2026-01-13T20:10:47.737904,question_analysis_start,current_user,"{'model': 'flash', 'question_index': 1, 'beta_mode': True}",current_session
evt_20260113201307219533,2026-01-13T20:13:07.219567,question_analysis_start,current_user,"{'model': 'flash', 'question_index': 1, 'beta_mode': True}",current_session
evt_20260113202614494312,2026-01-13T20:26:14.494348,question_analysis_start,current_user,"{'model': 'flash', 'question_index': 1, 'beta_mode': True}",current_session
evt_20260113203348237567,2026-01-13T20:33:48.237597,question_analysis_start,current_user,"{'model': 'flash', 'question_index': 1, 'beta_mode': True}",current_session
evt_20260113203702209006,2026-01-13T20:37:02.209037,question_analysis_start,current_user,"{'model': 'flash', 'question_index': 1, 'beta_mode': True}",current_session
evt_20260113204158496187,2026-01-13T20:41:58.496219,question_analysis_start,current_user,"{'model': 'flash', 'question_index': 1, 'beta_mode': True}",current_session
evt_20260113205250410505,2026-01-13T20:52:50.410543,question_analysis_start,current_user,"{'model': 'flash', 'question_index': 1, 'beta_mode': True}",current_session
evt_20260113210141854349,2026-01-13T21:01:41.854386,question_analysis_start,current_user,"{'model': 'flash', 'question_index': 1, 'beta_mode': True}",current_session
evt_20260113210608279502,2026-01-13T21:06:08.279534,question_analysis_start,current_user,"{'model': 'flash', 'question_index': 1, 'beta_mode': True}",current_session
evt_20260113211449701725,2026-01-13T21:14:49.701757,question_analysis_start,current_user,"{'model': 'flash', 'question_index': 1, 'beta_mode': True}",current_session
evt_20260113211955696657,2026-01-13T21:19:55.696687,question_analysis_start,current_user,"{'model': 'flash', 'question_index': 1, 'beta_mode': True}",current_session
evt_20260113212307752342,2026-01-13T21:23:07.752373,question_analysis_start,current_user,"{'model': 'flash', 'question_index': 1, 'beta_mode': True}",current_session
evt_20260113212522176714,2026-01-13T21:25:22.176743,question_analysis_start,current_user,"{'model': 'flash', 'question_index': 1, 'beta_mode': True}",current_session
evt_20260113212645473143,2026-01-13T21:26:45.473173,question_analysis_start,current_user,"{'model': 'flash', 'question_index': 1, 'beta_mode': True}",current_session
evt_20260113212948581701,2026-01-13T21:29:48.581750,question_analysis_start,current_user,"{'model': 'flash', 'question_index': 1, 'beta_mode': True}",current_session
evt_20260113213107487078,2026-01-13T21:31:07.487148,question_analysis_start,current_user,"{'model': 'flash', 'question_index': 1, 'beta_mode': True}",current_session
evt_20260113213138139623,2026-01-13T21:31:38.139654,question_analysis_start,current_user,"{'model': 'flash', 'question_index': 1, 'beta_mode': False}",current_session
