event_id,timestamp,event_type,user_id,details,session_id
evt_20260114221905956685,2026-01-14T22:19:05.956703,app_start,current_user,{},current_session
evt_20260114222719079554,2026-01-14T22:27:19.079573,app_start,current_user,{},current_session
evt_20260114223204086681,2026-01-14T22:32:04.086707,app_start,current_user,{},current_session
evt_20260114223907643777,2026-01-14T22:39:07.643796,app_start,current_user,{},current_session
evt_20260114223955561540,2026-01-14T22:39:55.561566,app_start,current_user,{},current_session
evt_20260114224209479888,2026-01-14T22:42:09.479914,app_start,current_user,{},current_session
evt_20260114224438149341,2026-01-14T22:44:38.149366,app_start,current_user,{},current_session
evt_20260114224800757143,2026-01-14T22:48:00.757167,app_start,current_user,{},current_session
evt_20260114235812376563,2026-01-14T23:58:12.376607,app_start,current_user,{},current_session
evt_20260115001606819323,2026-01-15T00:16:06.819356,app_start,current_user,{},current_session
evt_20260115001705648949,2026-01-15T00:17:05.649102,app_start,current_user,{},current_session
evt_20260115001758153761,2026-01-15T00:17:58.153925,app_start,current_user,{},current_session
evt_20260115001904173421,2026-01-15T00:19:04.173490,app_start,current_user,{},current_session
evt_20260115002013526505,2026-01-15T00:20:13.526814,app_start,current_user,{},current_session
evt_20260115002527042923,2026-01-15T00:25:27.043010,app_start,current_user,{},current_session
evt_20260115002829355528,2026-01-15T00:28:29.355678,app_start,current_user,{},current_session
evt_20260115002913373038,2026-01-15T00:29:13.373104,app_start,current_user,{},current_session
evt_20260115003037413358,2026-01-15T00:30:37.413510,app_start,current_user,{},current_session
evt_20260115003139601338,2026-01-15T00:31:39.601485,app_start,current_user,{},current_session
evt_20260115003500563964,2026-01-15T00:35:00.564145,app_start,current_user,{},current_session
evt_20260115003737212069,2026-01-15T00:37:37.212422,app_start,current_user,{},current_session
evt_20260115003839781303,2026-01-15T00:38:39.781451,app_start,current_user,{},current_session
evt_20260115004349499486,2026-01-15T00:43:49.499509,app_start,current_user,{},current_session
evt_20260115125956397238,2026-01-15T12:59:56.397255,app_start,current_user,{},current_session
evt_20260115130433207263,2026-01-15T13:04:33.207281,app_start,current_user,{},current_session
evt_20260115131828928558,2026-01-15T13:18:28.928575,app_start,current_user,{},current_session
evt_20260115132942772203,2026-01-15T13:29:42.772222,app_start,current_user,{},current_session
evt_20260115133512163336,2026-01-15T13:35:12.163352,app_start,current_user,{},current_session
evt_20260115134413869676,2026-01-15T13:44:13.869698,app_start,current_user,{},current_session
evt_20260115134433108963,2026-01-15T13:44:33.108982,app_start,current_user,{},current_session
evt_20260115142355584667,2026-01-15T14:23:55.584758,app_start,current_user,{},current_session
evt_20260115232849934877,2026-01-15T23:28:49.934937,app_start,current_user,{},current_session
evt_20260115234715348631,2026-01-15T23:47:15.348659,app_start,current_user,{},current_session
evt_20260115234958033527,2026-01-15T23:49:58.033575,app_start,current_user,{},current_session
evt_20260115235716085497,2026-01-15T23:57:16.085519,app_start,current_user,{},current_session
evt_20260116000103040910,2026-01-16T00:01:03.040932,app_start,current_user,{},current_session
evt_20260116000900582962,2026-01-16T00:09:00.582989,app_start,current_user,{},current_session
evt_20260116001344750967,2026-01-16T00:13:44.750995,app_start,current_user,{},current_session
evt_20260116002051056834,2026-01-16T00:20:51.056854,app_start,current_user,{},current_session
evt_20260116002253237236,2026-01-16T00:22:53.237254,app_start,current_user,{},current_session
evt_20260116003046778991,2026-01-16T00:30:46.779009,app_start,current_user,{},current_session
evt_20260116003325278109,2026-01-16T00:33:25.278125,app_start,current_user,{},current_session
evt_20260116003752557115,2026-01-16T00:37:52.557134,app_start,current_user,{},current_session
evt_20260116004056952790,2026-01-16T00:40:56.952812,app_start,current_user,{},current_session
evt_20260116184156156840,2026-01-16T18:41:56.156864,app_start,current_user,{},current_session
evt_20260116184212542746,2026-01-16T18:42:12.542782,question_analysis_start,current_user,"{'model': 'flash', 'question_index': 1, 'beta_mode': True}",current_session
evt_20260116184802769540,2026-01-16T18:48:02.769557,app_start,current_user,{},current_session
evt_20260116184814232199,2026-01-16T18:48:14.232220,question_analysis_start,current_user,"{'model': 'flash', 'question_index': 1, 'beta_mode': True}",current_session
evt_20260116185130943504,2026-01-16T18:51:30.943521,app_start,current_user,{},current_session
evt_20260116185144707256,2026-01-16T18:51:44.707276,question_analysis_start,current_user,"{'model': 'flash', 'question_index': 1, 'beta_mode': True}",current_session
evt_20260116190949419602,2026-01-16T19:09:49.419620,app_start,current_user,{},current_session
evt_20260116191206081880,2026-01-16T19:12:06.081898,app_start,current_user,{},current_session
evt_20260116191724328499,2026-01-16T19:17:24.328549,app_start,current_user,{},current_session
evt_20260116192624063077,2026-01-16T19:26:24.063095,app_start,current_user,{},current_session
evt_20260116194914672438,2026-01-16T19:49:14.672462,app_start,current_user,{},current_session
evt_20260116194933007934,2026-01-16T19:49:33.007951,app_start,current_user,{},current_session
evt_20260117231150888075,2026-01-17T23:11:50.888106,app_start,current_user,{},current_session
evt_20260117231158887593,2026-01-17T23:11:58.887625,app_start,current_user,{},current_session
evt_20260117231322434414,2026-01-17T23:13:22.434463,app_start,current_user,{},current_session
evt_20260117235048944486,2026-01-17T23:50:48.944504,app_start,current_user,{},current_session
